pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,timestamp
8.334026740354517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
2.9146180613069532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
11.052476130154105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
39.921832797421075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
-8.493212579842975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
-27.294301168763738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
-20.544238205324532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2.8995942144445763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
-4.011619498610926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
-0.7982816029356172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2.8974310987226772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
12.772220340647522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
-5.980805106297794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
6.852454327326512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
-2.0202924743210815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
-4.633978205597373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
10.832504955715848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
6.463142877325481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
23.257820241833628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
-12.331592159265654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
-4.9738329019720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
17.522932725316736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
19.611353057389977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2.6507618365158834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
-15.0145586327356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
-22.891170069474605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
-5.178054618757287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
-25.885771289221303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
-17.857044260291573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
-11.761906760355686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
7.048182008532905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
-11.606123335926313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
-20.030699513214387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
-4.765562030075188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
19.50516423892053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
16.741563066130723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
13.840543691740024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
-9.895880306045868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
-24.1539941474214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
-4.138907954107722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
-22.41505554260054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
-9.656266545737907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
-58.90996437053292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
-18.240195562729497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
15.156892881734919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
-18.67778619194513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
-31.056453894378507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
-16.175396673805736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
9.726214602959288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
-26.589135045080496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
-36.76795795162524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
