pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,timestamp
-38.157847758111075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
-24.257135298465982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
9.127270534990856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
658.3376974689915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
-17.169834864885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
-48.39974325871958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
-39.85247282793637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
-47.22878388482465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
-50.45983047225721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
-60.376971756770274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
699.8443061449221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
-14.736817994355476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
-28.388052095329073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
4.612565195601604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
0.8965752969333778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
-8.005309852593342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
-2.9131190480123905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
15.457539513604274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
