pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,timestamp
92.35867221841853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
83.61643552162835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
86.164512887662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
108.10945100237191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
71.61004595751008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
84.66325329905922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
97.3433205399693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
89.35326475899373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
91.59158083809791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
89.5821552758521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
88.93263064213907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
100.92664557354038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
86.75499792340086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
92.36830988864058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
97.40795557153987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
77.76859270057926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
77.6773752085106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
81.96897372103173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
96.86055250658839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
95.24784046936578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
92.00766177840991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
103.23097705217411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
83.28747927106598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
85.52461460349339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
84.09647979997156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
79.70976702946368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
103.00204427145258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
89.4487380711393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
80.8955227287314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
80.32491510480854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
83.68545241015343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
99.52430795284509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
